"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr.,Titel,Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Kommentar zur Signatur,Stadium der Werkgenese,Autographe Funktion,"intere Sicherung vormaliger ""Typ""-Einträge",Übergeordnete Quelle,Untergeordnete Quelle,Übergeordnete Quelle zweiter Ordnung/ Untergeordnete Quelle zweiter Ordnung,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag oder Titelblatt,Kommentarfeld zu: Titel (der Quelle) Titelblatt | Umschlag,Kopftitel,Kommentarfeld zu: Titel (der Quelle) Notentext,Besetzung,Tempoangabe,Sprachcode (falls mehrere mit | abtrennen),Text-Incipit,Widmung diplomatisch,Kommentar zur Widmung,Datierung diplomatisch auf Quelle,Datierung auf Quelle maschinenlesbar,Datierung ermittelt maschinenlesbar,Datierung Kommentar,Datierung Ort nach GND,Datierung Ort ermittelt,GND Ort,Schrift,Umfang,Papier,Bezug zu Druck: Verlags-GND,Bezug zu Druck: Plattennr.,Provenienz,Provenienz (diplomatisch),weitere Provenienzangabe,Beschreibung physischer Merkmale,Inhalt,"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar,Kommentar intern,Digitalisat,Bearbeiter,,,,
,,,Sammlung ungarischer Melodien,D-BHna,NA II C h Nr. 1,,,Skizze,,Reinschriften / Skizzen | Sammlung,,x,,,,,-,,Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),S. 27-35,"Querformat, 171 x 213 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Dieses bei weitem längste Stück setzt sich aus verschiedenen Teilen zusammen, allerdings ohne Titel oder näherer Kennzeichnung. 1. Abschnitt S. 27-29, operiert vorwiegend mit einer raschen Tonumspielungsfigur. Nach dem Doppelstrich folgen weitere Abschnitte mit einer Umspielungsfigur in 16tel (S. 30, 8 Takte, dann 16 Takte). Änderung der Faktur dann ab S. 31. Die Schluss-Stretta (S. 34-35) schließlich ist mit Prestissimo überschrieben (hier auch Abbreviaturen 1-6 und A-K). ",,Mit diesem Stück endet das PDF der NLGA (s. Adrienne),https://digital.wagnermuseum.de/ncrw/content/zoom/25808,DTie,,,,
,,,Sammlung ungarischer Melodien,D-BHna,NA II C h Nr. 1,,,Skizze,,Reinschriften / Skizzen | Sammlung,,x,,,,,Friska,,Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),S. 37-39,"Querformat, 171 x 213 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Saubere Niederschrift mit einigen Abbreviaturen (1-4 und A-C), am Ende der ungewöhnliche Hinweis (S. 39, nach dem zweiten System): ""etc | Durchführung. Darunter notiert Liszt den Schluss des Stücks.",,,https://digital.wagnermuseum.de/ncrw/content/zoom/25818,DTie,,,,
,,,Sammlung ungarischer Melodien,D-BHna,NA II C h Nr. 1,,,Skizze,,Reinschriften / Skizzen | Sammlung,,x,,,,,Lento Bevegetés,,Kl,Lento Bevegetés,,,,,,,,,,,,Liszt (schwarze Tinte),S. 40-42,"Querformat, 171 x 213 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Saubere Niederschrift, Nutzung der Abbreviaturen 1-8 auf S. 41. Korrekturen oder Nachtragung auf S. 42, 2. System, T. 4, Streichung des ersten Akkords der linken Hand im 4. System sowie der Ergänzung am Ende desselben Systems.",,,https://digital.wagnermuseum.de/ncrw/content/zoom/25821,DTie,,,,
,,,Sammlung ungarischer Melodien,D-BHna,NA II C h Nr. 1,,,Skizze,,Reinschriften / Skizzen | Sammlung,,x,,,,,Lavorta -,oder Laverta [?],Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),S. 43-44,"Querformat, 171 x 213 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Saubere Niederschrift, die bis zum Ende des ersten Systems auf S. 44 geht. Am Ende von S. 43 notiert Liszt, ""in a mol | 1 2 3 4 | puis Da Capo main [?] | ABCDEFGH | autrement"".",,,https://digital.wagnermuseum.de/ncrw/content/zoom/25824,DTie,,,,
,,,Sammlung ungarischer Melodien,D-BHna,NA II C h Nr. 1,,,Skizze,,Reinschriften / Skizzen | Sammlung,,x,,,,,Fris,,Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),S. 44,"Querformat, 171 x 213 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Notat der Fris[ka] besteht fast ausschließlich aus ""Schüttel""-Figuren der rechten Hand, recht fragmentarisch ausgeführt und ohne Bezug zu einem Beginn (D-Dur Vorzeichnung, Anfang auf c2-a2).",,,https://digital.wagnermuseum.de/ncrw/content/zoom/25825,DTie,,,,
,,,Sammlung ungarischer Melodien,D-BHna,NA II C h Nr. 1,,,Skizze,,Reinschriften / Skizzen | Sammlung,,x,,,,,Bihari | Lassa,,Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),S. 44-45,"Querformat, 171 x 213 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Wohlmöglich eine starke Reduktion der notierten/kopierten Melodien. Der Beginn im letzten System auf S. 44 ist mit ""Bihari | Lassa"" überschrieben, nach dem Doppelstrich auf S. 45 folgt im zweiten System dort eine ""Fris Csermák"". ",,,https://digital.wagnermuseum.de/ncrw/content/zoom/25825,DTie,,,,
,,,Sammlung ungarischer Melodien,D-BHna,NA II C h Nr. 1,,,Skizze,,Reinschriften / Skizzen | Sammlung,,x,,,,,Moderato (Jomb Josef -,,Kl,Moderato,,,,,,,,,,,,Liszt (schwarze Tinte),S. 47-48,"Querformat, 171 x 213 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Auch dieses scheint eine eher flüchtige Notiz denn eine präzise Reinschrift zu sein. So schreibt Liszt über die Bassfigur (mit Quartpendel): ""(oder 6?)"". Auf S. 48 ergänzt er über der auslaufenden 16tel-Linie der rechten Hand, ""Csermak | N° 3 | etc"". Fragmentarischer Eindruck.","Wer war Josef Jomb?
Anschluss dieser Komposition bei Csermáks N° 3?",,https://digital.wagnermuseum.de/ncrw/content/zoom/25828,DTie,,,,
,,,Sammlung ungarischer Melodien,D-BHna,NA II C h Nr. 1,,,Skizze,,Reinschriften / Skizzen | Sammlung,,x,,,,,Bihari,,Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),S. 49-51,"Querformat, 171 x 213 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Auch hier Eindruck einer flüchtigen, skizzenhaften Niederschrift, die vor allem in der linken Hand harmonisch teilweise nicht ausgefüllt ist. Auf. S. 49 im zweiten System Hinweis auf das Unisono beider Hände aber auch Oktavierung mit ""888"" in der rechten Hand, wenn ein entsprechendes Klavier zur Verfügung steht, ""(6 tava Grande?))"". Notation endet im ersten System auf S. 51.",,,https://digital.wagnermuseum.de/ncrw/content/zoom/25830,DTie,,,,
,,,Sammlung ungarischer Melodien,D-BHna,NA II C h Nr. 1,,,Skizze,,Reinschriften / Skizzen | Sammlung,,x,,,,,Bihari,,Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),S. 51,"Querformat, 171 x 213 mm, 10 Notenzeilen, handrastriert",,,,,,,,"Saubere Niederschrift der kurzen Skizze, in den letzten beiden Systemen ist die linke Hand wieder nicht ausgeführt, zudem der letzte Takt des vorletzten Systems gestrichen. 
Damit endet Liszts Sammlung, ohne weiteren Kommentar oder Ergänzung.",,,https://digital.wagnermuseum.de/ncrw/content/zoom/25832,DTie,,,,
,,R 412 | 95 | G1,Ce qu'on entend sur la montagne,D-WRgs,GSA 60/A 1c,,,Arbeitsmanuskript,,Skizze | harmonische Studie,,x,,,,,,,[Hrf],,,,,,,,,,,,,"Liszt (schwarze Tinte, Bleistift)",Blatt 11r (von 15 Blatt),"Hochformat, 340 x 265 mm, 13 Notenzeilen, handrastriert",,,,,,Papier wie Blatt 2 und 5,,"Unbezeichnete Skizze, wohl zu den Harfenarpeggien (s. Part, S. 11 und analoge Stellen), zunächst nur mit Bleistift geschrieben, in den letzten beiden Systemen dann mit schwarzer Tinte. Enthält keine weiteren Angaben.",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190243,DTie,,,,
,,R - | S - | --,unbekannt,US-Wc,ML96 .L58,,,Arbeitsmanuskript,,"Autograph, Skizze",,x,,,,,,,,,,2ten April / 8[1] / freundschaftlichst / FLiszt,Liszt mit blauem Stift,2ten April 8[1],188[1]-04-02,,,,,,Liszt (blauer Stift),"1 Blatt, 1 Seite Notentext, 1 Leerseite","Querformat, 226 x 264 mm, 9 Notenzeilen, handrastriert",,,,,,,,,"Das autographe Blatt steht nicht in Zusammenhang mit dem 'Triomphe funèbre du Tasse'. Es enthält eine Widmung, nennt allerdings keinen Namen. ",,,BV,,,,,
,,R 377,Grandes Variations de Concert (Hexaméron),D-WRgs,GSA 60/W 17,,,unkorrigierte Abschrift ,,Skizze,,x,,,,,Tenor cavatine Des Dur Puritaner,2 Kl,,,,,,,,,,,,,Liszt | zS2? (Bleistift),[S. 28],"Hochformat, ??? x ??? mm, 16 Notenzeilen, handrastriert",,,,,,,,,"Bleistiftskizze, ""Tenor cavatine Des Dur Puritaner"", darunter wenige Noten (daktylischer Rhythmus)",,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209673,DTie,,,,,
,,,Grand Fantaisie symph.,A-Wn,F28.Goellerich.626,VI / 7 / 41,,Abschrift,Transkribierte Skizzen,,,,,,,Grand Fantaisie symph.,vom Schreiber mit schwarzer Tinte geschrieben,Orch und Kl solo,Lento,,,,,,,,,,,,zS (schwarze Tinte),"3 Blatt zu einem Bogen und einem Einzelblatt, 3 Seiten Notentext, 1 Seite Inhaltsverzeichnis, 2 Leerseiten","Hochformat, 355 x 268 mm, 18 Notenzeilen, gedruckt (B & H. Nr. 11. A.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,"Blatt wurden längs in der Mitte gefaltet aufbewahrt, leichte Schäden an der rechten Kante des Einzelblatts, das innerhalb des Bogens liegt",,,"Sammlung unterschiedlicher Skzzen zur Frande Fantaisie symphonique, mit schwarzer Tinte geschrieben. Auf Blatt 1v ist zunächst die Besetzung der Holzbläser gestrichen, dann folgt ein dreitaktiges Notat inklusive ""Pfte"". Darunter ein System ""Pfte solo"" mit vier sauber notierten Takten. Darunter Vermerk: ""(quasi Finale) (im Letzten Alle [?] wieder aufgenommen.)"". 
Auf der Rückseite des Blattes findet sich eine Art Inhaltsverzeichnis, das nicht zur Komposition zugehörig ist: ""A la chapelle Sixtine"" | Evocation. | Partitur | Les Morts | Partitur. (""Der Text soll in ziemlich großen Lettern gestochen | werden.) | La Notte. | Partitur | Pauke gedeckt u. mit Schwammschlägel."" Davor eine geschweifte Klammer mit zusätzlichen Informationen: ""{ in 1 Bande | für [?] | Abschrift | von | Carl Götze, Weimar.""
Das Einzelblatt weist wiederum weitere Skizzen/Incipits auf. Blatt 2r: Grande Fantaisie | symphonique. | Lento. Dann folgt eine Besetzungsliste und einige wenige Takte, darunter vier Takte Klavier, die auf Fermate und mit Doppelstrich enden. Darunter im untersten System ""Allegro vivace"", drei Takte Beginn notiert, weiterer Doppelstrich, dann zwei Takte ""Pfte Solo"".
Fo. 2v: ""La lugubre gondola"" Tempo: Andante mesto, non troppo lento = Metronom 88 [Viertel]. Fassung für Klavier mit ""Violine | ossia | Violoncello"". Notiert sind erneut nur die Anfänge der einzelnen Stimmen und Instrumente.
Das zweite Blatt des Bogens ist unbeschrieben.","Transkribierte Skizzen

Beschreibung aufteilen (über- und untergeordnete Quelle)","photographiert, wird angefragt",DTie,,,,,
,,,[Skizzen zu Concert-Paraphrasen. Klavier],A-Wn,F28.Goellerich.627,VI / 7 / 44,,Abschrift,Transkribierte Skizzen,,x,,,,,,,,,,,,,,,,,,,,zS (schwarze Tinte),"1 Blatt, 2 Seiten Notentext","Hochformat, 355 x 271 mm, 28 Notenzeilen, gedruckt (B & H. Nr. 20. C.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,Blatt in der Mitte länge gefaltet,,,Anfänge / Incipits und Instrumentation der Stücke sind sauber auf dem Blatt notiert.,"merkwürdige ""Incipits"" von Liszt-Kompositionen auf einem Blatt --> transkribierte Skizzen","photographiert, wird angefragt",DTie,,,,,
,,,Schwanengesang und Menuett,A-Wn,F28.Goellerich.627,,,Abschrift,Transkribierte Skizzen,,,x,,,,Schwanengesang | und Menuet | aus Erkel's Hunyadi Laszlo | Concert-Paraphrase v. F. Liszt,vom Schreiber mit schwarzer Tinte,Kl (?),"Lento, Mesto",,,Fräulein Sophie Bakrer [? keine GND] | in freundlicher Bewunderung freundlichst gewidmet. F. Liszt,,Lemberg Mai 47,1847-05-xx,,,Lwiw,,4035304-7,zS (schwarze Tinte),"1 Blatt, 1 Seite Notentext","Hochformat, 355 x 271 mm, 28 Notenzeilen, gedruckt (B & H. Nr. 20. C.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,,,,"Saubere Notenschrift mit schwarzer Tinte, über dem Notentext sind Widmung und Datierung geschrieben. Unter dem elftaktigen Notat mit Verweis auf ""20 Seiten"" vor dem untersten/zweiten System ist ein Hinweis geschrieben: ""Bemerkg. f. d. Titel: ""auf einer 2ten Platte oder auf d. ersten Hälfte der 1ten Seite | (aber nichtoekonomisch berechnet!)"" die Widmung.""
Keine Eintragungen von Liszt",,"photographiert, wird angefragt",DTie,,,,,
,,,"Tristia, La Vallée d'Obermann",A-Wn,F28.Goellerich.627,,,Abschrift,Transkribierte Skizzen,,,x,,,,"Tristia. | La Vallée d'Obermann. | (Transcrit pour Pfte, Viol. u. Cello par | E. Lassen)",vom Schreiber mit schwarzer Tinte,"Kl, Vl, Vlc",Lento assai. / Metronom 58 [Viertel],,,,,,,,,,,,zS (schwarze Tinte),"1 Blatt, 2 Seiten Notentext","Hochformat, 355 x 271 mm, 28 Notenzeilen, gedruckt (B & H. Nr. 20. C.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,,,,"Saubere Notenschrift mit schwarzer Tinte, Beginn und Besetzung sind quasi skizziert. Auf der Verso-Seite des Blattes findet sich ein ""II. (ad libitum.)"", das mit einer ""Violine Solo"" gestaltet ist. Zudem ein Verweiszeichen an den rechten Rand, ""* II abschließend (Dur vorher) [?]"". Ein weiterer Hinweis ist mit einem Pfeil versehen und unter den Notentext gesetzt: ""in der ersten (Lassen'schen) Bearbeitg | geht es weiter (wieturs [?]), wie in d. Clavierausgabe. | Liszt xxxhte [wünschte?] aber statt dessen einen | neuen Schluß.""
Keine Eintragungen von Liszt.",,"photographiert, wird angefragt",DTie,,,,,
,,,[Anfangstakte von verschiedenen Kompositionen sowie verschiedene Coralsätze alter Meister.],A-Wn,F28.Goellerich.628,VI / 7 / 45,,Abschrift,Transkribierte Skizzen,,x,,,,,,,Kl,,,,,,,,,,,,,zS (schwarze Tinte),"2 Blatt zu einem Bogen, 4 Seiten Notentext","Hochformat, 355 x 271 mm, 18 Notenzeilen, gedruckt (B & H. Nr. 11. A.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,Bogen wurde quer in der Mitte gefaltte aufbewahrt,,,,gleicher Typ wie Göllerisch 626 und 627 --> transkribierte Skizzen,"photographiert, wird angefragt",DTie,,,,,
,,,4ter Mephisto-Walzer,A-Wn,F28.Goellerich.628,,,Abschrift,Transkribierte Skizzen,,,x,,,,4ter Mephisto-Walzer,,Kl,Allegro vivace. Metronom 88,,,,,Mars 85 Budapest,1885-03-xx,,,Budapest,,4008684-7,zS (schwarze Tinte),"1 Blatt, 1 Seite Notentext","Hochformat, 355 x 271 mm, 18 Notenzeilen, gedruckt (B & H. Nr. 11. A.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,,,,"Sauberes Incipit, vier Takte des Beginns im ersten System, im zweiten ist die linke Hand in auf zwei Notenzeilen notiert. Nach zwei Takten im dritten System Hinweis, ""dieselben 2 Takte 1 Oktave tiefer"". Hinter Doppelstrich Datierung, darunter Text: ""In Rom fing der Meister vor diesem Eintritt d. 2/4 Taktes | ""ungefährt 60 Takte Andantino"" | zu componiren an:"" [Es folgt ein weiterer Ausschnitt mit 20 Takten bis zum Ende der Seite]. Auf der verso-Seite Hinweis von Göllerich: ""Die Skizzen schliessen:"" [folgt ein weiteres sechstaktiges Notat]. Hinweis: ""und sind also unvollendet"".
Keine Eintragungen von Liszt.",Göllerich hat hier wohl Skizzen von Liszt transkribiert,"photographiert, wird angefragt",DTie,,,,,
,,,3 Odes funebres,A-Wn,F28.Goellerich.628,,,Abschrift,Transkribierte Skizzen,,,x,,,,3 Odes funebres,,,,,,,,,,,,,,,zS (schwarze Tinte),"1 Blatt, 1 Seite Text","Hochformat, 355 x 271 mm, 18 Notenzeilen, gedruckt (B & H. Nr. 11. A.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,,,,"Hier nur Text von Göllerich (?): ""3 Odes funebres | à 4 mains | F. Liszt | (Abschrift der Gräfin Zanina [?].) | Les Morts. - (Lamenais) | La Notte | Grato m'e il sonno } die Abschrift der Partitur | - basso | (Michel Angelo) | 2. Satz (""Dulces moriens reminiscitur Argos"") | [es ist stets sterbend sich zu erinnern der schönen Tage | von ???"" | Triomphe funèbre du Tasse.""",,"photographiert, wird angefragt",DTie,,,,,
,,,O Roma nobilis,A-Wn,F28.Goellerich.628,,,Abschrift,Transkribierte Skizzen,,,x,,,,O Roma nobilis,,SATB (?),,Lat,O Roma nobilis Orbis es Domina.,,,,,,,,,,zS (schwarze Tinte),"1 Blatt, 1 Seite Notentext","Hochformat, 355 x 271 mm, 18 Notenzeilen, gedruckt (B & H. Nr. 11. A.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,,,,Notation des Choralbeginns mit schwarzer Tinte. Darunter der lateinische Text.,,"photographiert, wird angefragt",DTie,,,,,
,,,O Lamm Gottes,A-Wn,F28.Goellerich.628,,,Abschrift,Transkribierte Skizzen,,,x,,,,O Lamm Gottes,,Kl 4hdg / Kl 2hdg,,Dt,"O Lamm Gottes, unschuldig am Stamm des Kreuzes geschlachtet",,,,,,,,,,zS (schwarze Tinte),"1 Blatt, 1 Seite Notentext","Hochformat, 355 x 271 mm, 18 Notenzeilen, gedruckt (B & H. Nr. 11. A.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,,,,"Zunächst Beginn des Chorals mit schwarzer Tinte, ohne Text notiert, neuntaktiges Arrangement für Klavier vierhändig. Rechts darunter, ""Nicolaus Decius | d. i. Nicolaus von Hofe 1541."". Das nächste System weist eine fünftaktige Reduktion für ""2hdg."" auf, darunter ein viertaktiges ""Incipit"" inklusive Fingersätze, mit Hinweis ""J. S. Bach"".
Keine Eintragungen von Liszt.",,"photographiert, wird angefragt",DTie,,,,,
,,,Nun danket Alle Gott,A-Wn,F28.Goellerich.628,,,Abschrift,Transkribierte Skizzen,,,x,,,,,,Kl (?SATB),,Dt,Nun danket alle Gott,,,,,,,,,,zS (schwarze Tinte),"1 Blatt, 1 Seite Notentext","Hochformat, 355 x 271 mm, 18 Notenzeilen, gedruckt (B & H. Nr. 11. A.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,,alles auf Blatt 2v notiert,,"Erste Zeile mit ""O Traurigkeit O Herzeleid"" von ""(Johann Schap, 1640)"" gestrichen.
Darunter ""Nun danket alle Gott"", vier Takte Beginn des Chorals.",,"photographiert, wird angefragt",DTie,,,,,
,,,Nun ruhen alle Wälder,A-Wn,F28.Goellerich.628,,,Abschrift,Transkribierte Skizzen,,,x,,,,,,Kl (?SATB),,Dt,,,,,,,,,,,zS (schwarze Tinte),"1 Blatt, 1 Seite Notentext","Hochformat, 355 x 271 mm, 18 Notenzeilen, gedruckt (B & H. Nr. 11. A.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,,,,"Fünf Takte des Chorals, inklusive Fingersätze, Hinweis: ""Nun ruhen alle Wälder | Heinrich Isaakn| Kapellmeister des Kaisers Maximilian I. | 1540"".",,"photographiert, wird angefragt",DTie,,,,,
,,,Meine Seele erhebt den Herrn,A-Wn,F28.Goellerich.628,,,Abschrift,Transkribierte Skizzen,,,x,,,,,,"Kl (?SATB) / SATB, Org",,Dt,,,,,,,,,,,zS (schwarze Tinte),"1 Blatt, 1 Seite Notentext","Hochformat, 355 x 271 mm, 18 Notenzeilen, gedruckt (B & H. Nr. 11. A.)",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,,,,"Fünf Takte des Chorals, inklusive Fingersätze, Hinweis: ""Meine Seele erhebt den Herrn | Der Kirchensegen | Psalm 67. Direkt darunter Version für SATB mit Orgel, sieben Takte notiert, inklusive Text.",,"photographiert, wird angefragt",DTie,,,,,
,,,Variation über ein Thema,A-Wn,F28.Goellerich.631,VI / 7 / 36,,Abschrift,Transkribierte Skizzen,,,,,"Variation | über das Thema: | [Notenbeispiel, vier Takte] | zu dem Werke von Borodine, C. Cui, | Liadoff und Rimski-Korssakow | von | Franz Liszt. (1880)",von Göllerich mit schwarzer Tinte geschrieben,,,Kl,Andante.,,,,,Weimar 28 Juillet 80.,1880-07-28,,,Weimar ,,4065105-8,Göllerich (schwarze Tinte),"3 Blatt zu einem Bogen und einem Einzelblatt, 1 Titelblatt, 1 Seite Notentext, 4 Leerseiten, nachträglich foliiert","Hochformat, 346 x 267 mm, 12 Notenzeilen, handrastriert",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,Einzelblatt mit Notentext ist in den Bogen gelegt,,,"Saubere Abschrift wohl von Liszts Skizze, 15 Takte auf drei Systeme. Göllerichs ""Quadratnotation"" ist hier gut zu erkennen. Oben rechts quer zur Seite der Hinweistext, ""à placer entre les | Pages 9-10 - | de l'Edition parue [?], après le Finale de C. Cui, | et comme prélude à la | Polka de Borodine."" Unter dem Notentext Titel und Datierung: ""Vatiation pour la 2de Edition | de la merveilleuse oeuvre de | Borodine, C. Cui, Liadoff; et Rimski-Korsakoffw | leur dévoué | F Liszt | Weimar 28 Juillet 80.""",,"photographiert, wird angefragt",DTie,,,,,
,,,[Transkribierte Skizze],A-Wn,F28.Goellerich.632,VI / 7 /35,,Abschrift,Transkribierte Skizzen,,,,,,,,,Kl,Lento. Metronomo 40 [Halbe].,,,,,,,,,,,,Göllerich (schwarze Tinte),"1 Blatt, 1 Seite Notentext, 1 Leerseite","Hochformat, 348 x 267 mm, 12 Notenzeilen, handrastriert",,,Musiksammlung Österr. Nationalbibliothek,MUSIKSAMMLUNG | ÖSTERR. | NATIONALBIBLIOTHEK,,"Einzelblatt, am linken Rand und rechten unteren Ecke beschädigt (ausgefranst bzw. eingerissen)",,,"17taktige transkribierte Skizze von Göllerich, unbekannte Komposition. Erstes System nur linke Hand notiert (12 Takte), unteres System nur rechte Hand (5 Takte). Kein Kommentar und auch keine weitere Einordnung.",,"photographiert, wird angefragt",DTie,,,,,
,,R 199 | S 508 | A213,Pastorale (Schnitterchor),D-WRgs,GSA 60/U 71,,,korrigierte Abschrift (Fragment),,korrigierte Fragmente ,,,,,,,,Orch / Kl,,,,,,,,,,,,,"zS (schwarze Tinte), Liszt (brauner Stift)","6 Blatt zu 3 Bogen, 11 Seiten Notentext, 1 Leerseite","Hochformat, ??? x ??? mm, 25-30 Notenzeilen, handrastriert",,,,,,"das Papier ist stark abgenutzt, die Rastrierungen sind sehr unsauber und unregelmäßig gezogen",Die Zuschreibung zur U-Signatur (Bearbeitungen Kl 2hdg) trifft nur zum Teil zu,,"Sehr unsaubere und flüchtige Abschrift in mehreren Teilen. Der erste Bogen weist einen fragmentarischen Orchestersatz auf, der in d-Moll endet [S. 3]. Auf der ersten Seite gibt es Eintragungen von Liszt mit braunem Stift (quer vor den Beginn A B C D sowie Striche im mittleren System). Abgesehen davon sind keine weiteren Eintragungen durch Liszt auszumachen. Auf [S. 5] beginnt ein ""Klavierauszug"" des Schnitterchors, mit schwarzer Tinte und ebenfalls sehr flüchtig geschrieben. Die Abschrift ist sehr eng gesetzt, weist Striche auf uns ist insgesamt nicht sehr gut lesbar (die Violinschlüssel stammen eindeutig nicht von Liszt). Der Schnitterchor-Auszug endet oben auf [S. 9] mit einem Doppelstrich. Direkt darunter folgt eine Schluss- oder Überleitungsvariante. Auf den restlichen drei Seiten Notentext folgen flüchtige Skizzen eines noch unidentifizierten Stücks (nicht Winzerchor). Zwei Systeme ""Arpeggien"" oben und zwei Systeme Akkordsatz auf [S. 10], auf [S. 11] eine Art Partiturskizze, sie auf der Schlussseite [12] dann von einer weiteren dreizeiligen Klavierskizze abgelöst wird. Es gibt keine weiteren Eintragungen von Liszt, auch keine Datierung oder Zuweisung, worum es sich hier handelt.","sehr schlecht lesbar, Musik muss identifiziert werden, auszumachen ist der ""Schnitterchor"" ab [S. 5]",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:209527,DTie,,,,,
