,Absender Person,Absender Person Edition,GND Absender Person,Absender Körperschaft,Absender Körperschaft Edition,GND Absender Körperschaft,Adressat Person,Adressat Person Edition,GND Adressat Person,Adressat Körperschaft,Adressat Körperschaft Edition,GND Adressat Körperschaft,Absendeort,Absendeort Edition,Absendeort_GND,Empfangsort,Empfangsort Edition,Empfangsort_GND,Datierung,Datierung ermittelt,Datierung Kommentar [intern],Incipit [nur in schwierig datierbaren Fällen],Standort,Signatur,Digitalisat,Datierung (standardisiert),Datierung maschinenlesbar Teil 1,Datierung maschinenlesbar Teil 2,Datierung Checkbox,Sigle / Kurztitel,Weitere Editionen,zu überarbeiten,Kommentar (intern),Bemerkungen,Besitzer (nach Edition),Datierung (nach Edition),Werkerwähnung (I),Entstehung (I),Quellentransfer (I),Aufführungen (I),Seite (I),WVZ (Raabe) (I),Werktitel (I),Kommentar (intern) (I),Erwähnung auf Werk- oder Quellenebene (I),Werkerwähnung (II),Entstehung (II),Quellentransfer (II),Aufführungen (II),Seite (II),WVZ (Raabe) (II),Werktitel (II),Kommentar (intern) (II),Erwähnung auf Werk- oder Quellenebene (II),Werkerwähnung (III),Entstehung (III),Quellentransfer (III),Aufführungen (III),Seite (III),WVZ (Raabe) (III),Werktitel (III),Kommentar (intern) (III),Erwähnung auf Werk- oder Quellenebene (III),Werkerwähnung (IV),Entstehung (IV),Quellentransfer (IV),Aufführungen (IV),Seite (IV),WVZ (Raabe) (IV),Werktitel (IV),Kommentar (intern) (IV),Erwähnung auf Werk- oder Quellenebene (IV),Werkerwähnung (V),Entstehung (V),Quellentransfer (V),Aufführungen (V),Seite (V),WVZ (Raabe) (V),Werktitel (V),Kommentar (intern) (V),Erwähnung auf Werk- oder Quellenebene (V),Werkerwähnung (VI),Entstehung (VI),Quellentransfer (VI),Aufführungen (VI),Seite (VI),WVZ (Raabe) (VI),Werktitel (VI),Kommentar (intern) (VI),Erwähnung auf Werk- oder Quellenebene (VI),Werkerwähnung (VII),Entstehung (VII),Quellentransfer (VII),Aufführungen (VII),Seite (VII),WVZ (Raabe) (VII),Werktitel (VII),Kommentar (intern) (VII),Erwähnung auf Werk- oder Quellenebene (VII),Werkerwähnung (VIII),Entstehung (VIII),Quellentransfer (VIII),Aufführungen (VIII),Seite (VIII),WVZ (Raabe) (VIII),Werktitel (VIII),Kommentar (intern) (VIII),Erwähnung auf Werk- oder Quellenebene (VIII),Werkerwähnung (IX),Entstehung (IX),Quellentransfer (IX),Aufführungen (IX),Seite (IX),WVZ (Raabe) (IX),Werktitel (IX),Kommentar (intern) (IX),Erwähnung auf Werk- oder Quellenebene (IX),Werkerwähnung (X),Entstehung (X),Quellentransfer (X),Aufführungen (X),Seite (X),WVZ (Raabe) (X),Werktitel (X),Kommentar (intern) (X),Erwähnung auf Werk- oder Quellenebene (X),Werkerwähnung (XI),Entstehung (XI),Quellentransfer (XI),Aufführungen (XI),Seite (XI),WVZ (Raabe) (XI),Werktitel (XI),Kommentar (intern) (XI),Erwähnung auf Werk- oder Quellenebene (XI)
3857,"Liszt, Franz","Liszt, Franz",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,Weimar,Weimar,4065105-8,,,,10.08.1848,,,,,,,10.08.1848,10.08.1848,10.08.1848,nach Edition,"Gut 2001, S. 1194-1198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,29.09.1848,,,,,,,29.09.1848,29.09.1848,29.09.1848,nach Edition,"Gut 2001, S. 1198-1201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,,,,09.04.1849,,,,,,,09.04.1849,09.04.1849,09.04.1849,nach Edition,"Gut 2001, S. 1201-1202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,03.07.1854,,,,,,,03.07.1854,03.07.1854,03.07.1854,nach Edition,"Gut 2001, S. 1202-1204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,08.08.1854,,,,,,,08.08.1854,08.08.1854,08.08.1854,nach Edition,"Gut 2001, S. 1205-1206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,04.09.1854,,,,,,,04.09.1854,04.09.1854,04.09.1854,nach Edition,"Gut 2001, S. 1206-1209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,20.11.1854,,,,,,,20.11.1854,20.11.1854,20.11.1854,nach Edition,"Gut 2001, S. 1209-1212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,02.06.1855,,,,,,,02.06.1855,02.06.1855,02.06.1855,nach Edition,"Gut 2001, S. 1213-1214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Rom,Rom,4050471-2,Marseille | Paris,Marseille | Paris,4037694-1 | 4044660-8,15.11.1864,,,,,,,15.11.1864,15.11.1864,15.11.1864,nach Edition,"Gut 2001, S. 1220-1223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,"Liszt, Franz","Liszt, Franz",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,Boulogne,Boulogne,4080492-6,,,,24.08.1827,,,,,,,24.08.1827,24.08.1827,24.08.1827,nach Edition,"Hamburger 2000b, S. 41","La Mara 1918, S. 9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,"Liszt, Franz","Liszt, Franz",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,Paris,Paris,4044660-8,[11.05.1831],,,,,,,[11.05.1831],1831-05-11,1831-05-11,zugeschrieben,"Hamburger 2000b, S. 42-43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Bourges],[Bourges],4088156-8,Paris,Paris,4044660-8,[21.09.1832],,,,,,,[21.09.1832],1832-09-21,1832-09-21,zugeschrieben,"Hamburger 2000b, S. 43-46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Bourges],[Bourges],4088156-8,Paris,Paris,4044660-8,[23.09.1832],,,,,,,[23.09.1832],1832-09-23,1832-09-23,zugeschrieben,"Hamburger 2000b, S. 46-48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Bourges],[Bourges],4088156-8,Paris,Paris,4044660-8,[28.09.1832],,,,,,,[28.09.1832],1832-09-28,1832-09-28,zugeschrieben,"Hamburger 2000b, S. 48-49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Bernay],[Bernay],4080375-2,Paris,Paris,4044660-8,[18.05.1834],,,,,,,[18.05.1834],1834-05-18,1834-05-18,zugeschrieben,"Hamburger 2000b, S. 49-51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,"Liszt, Franz","Liszt, Franz",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Bernay],[Bernay],4080375-2,Paris,Paris,4044660-8,[19.05.1834],,,,,,,[19.05.1834],1834-05-19,1834-05-19,zugeschrieben,"Hamburger 2000b, S. 51-52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[Liszt, Anna]","[Liszt, Anna]",123449324,,,,[Bernay] | [Carentonne],[Bernay] | [Carentonne],4080375-2 | RD,,,,[Anfang Juni 1834],,,,,,,[Anfang Juni 1834],1834-06-01,1834-06-10,zugeschrieben,"Hamburger 2000b, S. 52-54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Carentonne],[Carentonne],RD,,,,[Ende Mai bis Anfang Juni 1834],,,,,,,[Ende Mai 1834 - Anfang Juni 1834],1834-05-21,1834-06-10,zugeschrieben,"Hamburger 2000b, S. 55-56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Bernay] + [Carentonne],[Bernay] + [Carentonne],4080375-2,,,,[Anfang Juni 1834],,,,,,,[Anfang Juni 1834],1834-06-01,1834-06-10,zugeschrieben,"Hamburger 2000b, S. 57-58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[La Chênaie],[La Chênaie],RD,,,,[September oder Oktober 1834],,,,,,,[09.1834 / 10.1834],1834-09-01,1834-10-31,zugeschrieben,"Hamburger 2000b, S. 58-61","La Mara 1918, S. 15-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Basel],[Basel],4004617-5,Paris,Paris,4044660-8,[04.06.1835],,,,,,,[04.06.1835],1835-06-04,1835-06-04,zugeschrieben,"Hamburger 2000b, S. 61-62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[Sommer 1835],,,,,,,[Sommer 1835],1835-06-01,1835-08-31,zugeschrieben,"Hamburger 2000b, S. 62-63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[26.07.1835 + 28.07.1835],,,,,,,[26.07.1835 / 28.07.1835],1835-07-26,1835-07-28,zugeschrieben,"Hamburger 2000b, S. 64-76","La Mara 1918, S. 19-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,Paris,Paris,4044660-8,[07.10.1835],,,,,,,[07.10.1835],1835-10-07,1835-10-07,zugeschrieben,"Hamburger 2000b, S. 76-77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[1835],,,,,,,[1835],1835-01-01,1835-12-31,zugeschrieben,"Hamburger 2000b, S. 77-79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[November 1835],,,,,,,[11.1835],1835-11-01,1835-11-30,zugeschrieben,"Hamburger 2000b, S. 79-83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[November o. Dezember 1835],,,,,,,[11.1835 / 12.1835],1835-11-01,1835-12-31,zugeschrieben,"Hamburger 2000b, S. 84-86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,Paris,Paris,4044660-8,[07.12.1835],,,,,,,[07.12.1835],1835-12-07,1835-12-07,zugeschrieben,"Hamburger 2000b, S. 86-87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,Paris,Paris,4044660-8,[17.01.1836],,,,,,,[17.01.1836],1836-01-17,1836-01-17,zugeschrieben,"Hamburger 2000b, S. 87-89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,"Liszt, Franz","Liszt, Franz",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[März 1836],,,,,,,[03.1836],1836-03-01,1836-03-31,zugeschrieben,"Hamburger 2000b, S. 89-97","La Mara 1918, S. 28-31",,,Kurze handschriftliche Ergänzung Marie d'Agoults am Ende des Briefes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,"Liszt, Franz | [D'Agoult, Marie]","Liszt, Franz | [D'Agoult, Marie]",118573527 | 118644033,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[Zwischen 10.04.1836 und 14.04.1836],,,,,,,[10.04.1836 - 14.04.1836],1836-04-10,1836-04-14,zugeschrieben,"Hamburger 2000b, S. 97-98","La Mara 1918, S. 32-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,"Liszt, Franz","Liszt, Franz",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[März 1836],,,,,,,[03.1836],1836-03-01,1836-03-31,zugeschrieben,"Hamburger 2000b, S. 99-102","La Mara 1918, S. 31-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,"Liszt, Franz","Liszt, Franz",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Lyon],[Lyon],4036770-8,Paris,Paris,4044660-8,[29.04.1836],,,,,,,[29.04.1836],1836-04-29,1836-04-29,zugeschrieben,"Hamburger 2000b, S. 102-104","La Mara 1918, S. 33-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[Juni bis Juli 1836],,,,,,,[06.1836 - 07.1836],1836-06-01,1836-07-31,zugeschrieben,"Hamburger 2000b, S. 104-106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,Paris,Paris,4044660-8,[08.07.1836],,,,,,,[08.07.1836],1836-07-08,1836-07-08,zugeschrieben,"Hamburger 2000b, S. 106-108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,"Liszt, Franz | [D'Agoult, Marie]","Liszt, Franz | [D'Agoult, Marie]",118573527 | 118644033,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genf],[Genf],4020137-5,,,,[Zwischen 01.08.1836 und 11.08.1836],,,,,,,[01.08.1836 - 11.08.1836],1836-08-01,1836-08-11,zugeschrieben,"Hamburger 2000b, S. 109-112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Bellagio],[Bellagio],4140569-9,,,,[Oktober 1837],,,,,,,[10.1837],1837-10-01,1837-10-31,zugeschrieben,"Hamburger 2000b, S. 112-113","La Mara 1918, S. 38-40",,,"Bei La Mara gedrucktes Datum: November 1837, in Digitalisat handschriftliche Korrektur zu Oktober und im Brief unterstrichen, dass von Liszts Geburtstag (Oktober) in der Zukunft gesprochen wird",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,"[Liszt, Franz] | [D'Agoult, Marie]","[Liszt, Franz] | [D'Agoult, Marie]",118573527 | 118644033,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Bellagio],[Bellagio],4140569-9,,,,[Vor dem 22.10.1837],,,,,,,[vor 22.10.1837],1811-10-22,1837-10-22,zugeschrieben,"Hamburger 2000b, S. 113-117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,"[Liszt, Franz] | [D'Agoult, Marie]","[Liszt, Franz] | [D'Agoult, Marie]",118573527 | 118644033,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Mailand],[Mailand],4037100-1,Paris,Paris,4044660-8,[Ende November 1837],,,,,,,[Ende November 1837],1837-11-21,1837-11-30,zugeschrieben,"Hamburger 2000b, S. 118-122","La Mara 1918, S. 40-42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Mailand],[Mailand],4037100-1,Paris,Paris,4044660-8,17.12.1837,,,,,,,17.12.1837,17.12.1837,17.12.1837,nach Edition,"Hamburger 2000b, S. 122-125","La Mara 1918, S. 42-43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,"Liszt, Franz","Liszt, Franz",118573527,,,,"[Liszt, Anna]","[Liszt, Anna]",123449324,,,,Mailand,Mailand,4037100-1,,,,13.01.1838,,,,,,,13.01.1838,13.01.1838,13.01.1838,nach Edition,"Hamburger 2000b, S. 125-126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,"Liszt, Franz","Liszt, Franz",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,Mailand,Mailand,4037100-1,Paris,Paris,4044660-8,28.01.1838,,,,,,,28.01.1838,28.01.1838,28.01.1838,nach Edition,"Hamburger 2000b, S. 126-129","La Mara 1918, S. 43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Wien],[Wien],4066009-6,,,,[Zwischen 23.04.1838 und 29.04.1838],,,,,,,[23.04.1838 - 29.04.1838],1838-04-23,1838-04-29,zugeschrieben,"Hamburger 2000b, S. 129-130","La Mara 1918, S. 44-45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[Liszt, Anna]","[Liszt, Anna]",123449324,,,,[Wien],[Wien],4066009-6,,,,[Nach dem 08.05.1838],,,,,,,[nach 08.05.1838],1838-05-08,1886-07-31,zugeschrieben,"Hamburger 2000b, S. 130-132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Wien],[Wien],4066009-6,,,,[14.05.1838 oder 18.05.1838],,,,,,,[14.05.1838 / 18.05.1838],1838-05-14,1838-05-18,zugeschrieben,"Hamburger 2000b, S. 133-135","La Mara 1918, S. 45-46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"Liszt, Anna","Liszt, Anna",123449324,,,,[Genua],[Genua],4020185-5,,,,[Juni 1838],,,,,,,[06.1838],1838-06-01,1838-06-30,zugeschrieben,"Hamburger 2000b, S. 135-137","La Mara 1918, S. 48-49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
